"","lat","lng","name","type","elev"
"3778",34.028066388734,-117.965064722462,"Haddicks","Heliport",306
"3780",38.9290138891141,-122.615077777779,"St Helena Hospital Clearlake","Heliport",1407
"3783",36.8238386111245,-119.668473055978,"Rogers Helicopters Inc","Heliport",370
"3786",34.0758333333285,-117.349166666233,"Arrowhead Rgnl Medical Center","Heliport",1076
"3789",39.3413111111415,-121.950933333054,"Behring Ranch","Heliport",62
"3793",38.0449197224937,-122.007184167076,"Q Area","Heliport",49
"3798",32.683385555808,-117.150865555235,"Turner Field/Amphibious Base","Heliport",0
"3799",33.6630752780235,-117.904223611424,"Costa Mesa Police Department","Heliport",60
"3800",33.692888888985,-117.916888888546,"L A Times Costa Mesa","Heliport",35
"3801",33.6880777776829,-117.877804444582,"South Coast Metro Center","Heliport",204
"3807",33.9808333329974,-118.405000000202,"Playa Vista 1","Heliport",15
"3808",33.9797222222769,-118.40777777791,"Playa Vista 2","Heliport",13
"3809",33.9749999998623,-118.415833333083,"Playa Vista 3","Heliport",10
"3822",35.7910644442065,-119.230108610971,"San Joaquin Helicopters","Heliport",335
"3827",33.2558713890941,-116.454458888733,"Landells","Heliport",940
"3828",33.9397361110214,-116.574735277931,"Devers Substation","Heliport",1150
"3829",38.6949036110215,-120.827158055171,"Pg & E Co Placerville Svc Center","Heliport",1810
"3840",41.3304527780844,-120.097441666593,"White Pine","Heliport",4550
"3844",32.7798333330915,-115.568666666748,"El Centro Rgnl Medical Center","Heliport",75
"3849",34.3897175003244,-119.905971389033,"Platform Holly","Heliport",87
"3852",34.0708430559226,-118.071734444137,"Wells Fargo-El Monte","Heliport",261
"3853",33.9302908333163,-118.397020278109,"Airport Imperial Bldg Helistop","Heliport",238
"3854",33.9141797224253,-118.427020555475,"Chevron Refinery","Heliport",29
"3855",33.9169577780662,-118.395076110934,"Airport Towers Nr 1","Heliport",404
"3856",33.9800125002032,-118.382298610876,"Pacific Bell-2300 Imperial Hwy","Heliport",209
"3857",33.9325133336221,-118.384798055475,"Kilroy Airport Center","Heliport",255
"3861",33.1245555556356,-117.075638888814,"Palomar Health Downtown Campus","Heliport",715
"3862",33.122305555325,-117.121944444681,"Palomar Medical Center","Heliport",1109
"3872",34.3802755554903,-118.868707500408,"William Shells Co","Heliport",720
"3876",34.0726505555699,-117.432213888548,"Kaiser Hospital","Heliport",1214
"3877",34.1016774999806,-117.43338111092,"Fontana Police","Heliport",1314
"3880",39.4319888889693,-123.79965000013,"Mendocino Coast District Hospital","Heliport",108
"3882",35.993541000021,-121.236662472368,"Tusi Ahp (Hunter Liggett)","Heliport",1017
"3887",33.7150177778243,-117.935891389231,"Fountain Valley Rgnl Hospital","Heliport",38
"3892",37.5479916666439,-121.980238333254,"First Interstate Bank Operations Center","Heliport",112
"3893",37.5563247220144,-121.97829333334,"Washington Hospital","Heliport",57
"3895",36.7371719444755,-119.753753888942,"Valley Medical Center","Heliport",307
"3896",36.7436861113649,-119.785272222119,"Community Rgnl Medical Center","Heliport",415
"3906",37.0357777779506,-121.57161111105,"St Louise Rgnl Hospital","Heliport",214
"3907",34.2041710001303,-118.217295000375,"Verdugo Hills Hospital","Heliport",1430.4
"3908",34.1516738889317,-118.230074444387,"Glendale Adventist Medical Center/Gamc","Heliport",717
"3909",34.1555627778079,-118.25646416625,"Bank Of America Glendale","Heliport",560
"3910",34.1572291668562,-118.254519166337,"Glen Fed","Heliport",770
"3911",34.1583333329665,-118.286111111062,"Dreamworks Helistop Glendale","Heliport",513
"3912",34.1555555552197,-118.258611111033,"Glendale Plaza Emergency","Heliport",904
"3913",35.1572222224374,-118.28861111082,"Abc7-Tv","Heliport",520
"3914",34.1333408332823,-117.869227500031,"Foothill Presbyterian Hospital","Heliport",730
"3916",34.4302722224916,-119.912083610668,"Elwood Onshore Facility","Heliport",15
"3918",39.2332272223745,-121.051060277705,"Shaws Hill","Heliport",2900
"3919",39.227505555502,-121.04760555565,"Sierra Nevada Memorial Hospital","Heliport",2718
"3921",39.1998941663519,-121.059393055671,"Grass Valley Service Center","Heliport",2430
"3924",40.1332238891832,-120.930233611107,"Indian Valley Hospital","Heliport",3482
"3929",38.7707444447631,-123.529600000029,"Redwood Coast Medical Services","Heliport",135
"3936",36.2998611108605,-119.59486111128,"Kings County Houston Ave","Heliport",239
"3937",36.323277778096,-119.667249999718,"Adventist Medical Center Hanford","Heliport",281
"3938",36.3299500001906,-119.659573610849,"Hanford Community Medical Center Helistop","Heliport",251
"3952",34.3686122221536,-117.370046944102,"Lugo Substation","Heliport",3733
"3957",36.8347805556573,-121.386505555382,"Hazel Hawkins Memorial Hospital","Heliport",397
"3960",33.6950180559223,-118.001449166651,"H B P D","Heliport",56
"3961",33.6623247225122,-118.044505833241,"Platform Emmy","Heliport",87
"3962",33.5825222223074,-118.128954166889,"Beta Platform Ellen","Heliport",122
"3963",33.6777963889246,-118.000336944532,"Civic Center","Heliport",157
"3964",33.5639116668783,-118.117564722049,"Beta Platform Eureka","Heliport",123
"3965",33.6791852781358,-118.028394166836,"Oxy Usa Inc Huntington Beach","Heliport",40
"3966",33.661686111437,-118.062006666977,"Union Eva","Heliport",79
"3971",33.7058444444926,-116.236752777905,"John F Kennedy Memorial Hospital","Heliport",0
"3976",33.6777977778728,-117.836999722358,"Jamboree Center Helistop","Heliport",77
"3977",33.6550213889408,-117.705328889195,"Sce Saddleback Service Center","Heliport",391
"3978",33.67057555519,-117.857556110855,"The Atrium","Heliport",46
"3979",33.6849999996629,-117.854999999629,"Kcin Emergency","Heliport",165
"3980",33.6836111109496,-117.853333333723,"Opus Center Irvine","Heliport",36
"3983",38.3510277780263,-120.763972222664,"Sutter Amador Hospital","Heliport",1246
"3984",39.4624011114232,-120.566045000369,"Jackson Lake","Heliport",6650
"3989",34.131672222594,-116.276398889009,"Hi-Desert Memorial Hospital","Heliport",2652
"3990",34.134727499744,-116.275010000155,"Moronga Basin Chp","Heliport",2485
"3999",36.2055256113338,-121.13254872178,"Mee Memorial Hospital","Heliport",334
"4001",28.1947027780489,-82.350472222551,"Wesley Chapel Medical Center","Heliport",174
"4003",26.0888888892897,-80.3658333329402,"Cleveland Clinic Florida Hospital","Heliport",8
"4008",26.7564388887662,-80.0612666666862,"St Marys Hospital","Heliport",13
"4009",26.6375675003536,-80.2044899996927,"Wellington Medical Center","Heliport",60
"4010",26.7492300001906,-80.0492074999542,"Rybovich","Heliport",10
"4011",26.6836769442087,-80.1872672223845,"Ranger","Heliport",20
"4012",26.7170091668189,-80.1997674996503,"Palm Beach Sheriff's Range","Heliport",20
"4013",26.6872877774874,-80.0572636111851,"The Murphy Company","Heliport",15
"4014",26.714786111034,-80.0539277775647,"Palm Beach County Judicial Center","Heliport",297
"4015",26.7139916666058,-80.0578416662907,"West Palm Beach Police Station","Heliport",25
"4016",26.7138888888432,-80.0641666664769,"Wptv","Heliport",33
"4018",29.3830255558225,-82.4548261107804,"Williston Memorial Hospital","Heliport",45
"4024",28.0297427775395,-81.6545216666518,"Lazy B I Ranch","Heliport",125
"4025",28.0280555554115,-81.7247222222267,"Winter Haven Hospital","Heliport",175
"4026",28.0169444441235,-81.6749999996351,"Adams Executive","Heliport",137
"4029",27.989722222225,-81.6930555556359,"Legoland Florida","Heliport",151
"4039",28.276672499918,-82.3206430553824,"Gator Lake","Heliport",110
"4044",31.5952777778312,-84.4227777779942,"Virgil","Heliport",300
"4048",32.0674999997021,-84.2550000001144,"Phoebe Sumter","Heliport",424
"4056",33.9478927775379,-83.4080555555419,"St Marys Health Care Systems","Heliport",736
"4058",33.7944444447224,-84.3202777780508,"Children's Healthcare Of Atlanta-Egleston","Heliport",1024
"4059",33.9072222225339,-84.3541666664487,"Childrens Health Care Atl At Scottish Rite","Heliport",1158
"4060",33.8096694447583,-84.3951499998029,"Bridge Building","Heliport",939
"4061",33.7484397218755,-84.387426666774,"State Capital Parking Lot","Heliport",1000
"4062",33.7700000003178,-84.3891666666484,"Emory University Hospital Midtown","Heliport",1050
"4063",33.7923272220604,-84.3254800000146,"Emory University Hospital","Heliport",1051
"4064",33.9108333331314,-84.350833333738,"Saint Joseph's Hospital","Heliport",1035
"4065",33.752222221907,-84.3822222223782,"Grady Memorial Hospital","Heliport",1227
"4066",33.7402777774761,-84.5113888884988,"Legacy Medical Center","Heliport",857
"4069",33.8824999999695,-84.4358333335814,"Ruffwood","Heliport",780
"4070",33.7992716664608,-84.3855555559873,"Wsb-Tv","Heliport",903
"4072",33.9009361110878,-84.4691666669767,"Interstate North","Heliport",875
"4073",33.7873527779823,-84.4010527774326,"Wgcl-Tv","Heliport",939
"4074",33.7619444440866,-84.395555555916,"Hilton Garden Inn Downtown","Heliport",1170
"4075",33.9095466667497,-84.3527033333087,"Northside Hospital","Heliport",1050
"4077",33.7709391669384,-84.3988161107156,"The Coca Cola Company","Heliport",1050
"4079",33.5380555556017,-84.4744444444423,"Rabbit Hole","Heliport",900
"4083",33.4301383334489,-82.121230277424,"Dwight David Eisenhower Army Medical Cntr","Heliport",400
"4084",33.4816666664192,-82.0916666666264,"Doctors Hospital","Heliport",400
"4085",33.4711111111846,-81.98833333373,"Medical College Of Georgia","Heliport",255
"4086",33.470555555283,-81.9838888892174,"University Hospital","Heliport",174
"4088",33.8573266665975,-84.6071555554501,"Cobb General Hospital","Heliport",1070
"4089",33.7767975003045,-84.2415383332552,"Dekalb Police Dept","Heliport",1080
"4090",30.9032438888149,-84.551857777351,"Memorial Hospital","Heliport",120
"4095",34.2577777778497,-84.2744444440709,"Hawks Ridge","Heliport",1121
"4099",31.7688069444262,-82.3484619447604,"Appling General Hospital","Heliport",250
"4101",34.8861986109717,-83.962407777783,"Union General Hospital","Heliport",1911
"4104",34.8280555557027,-84.3547222223496,"Georgia Mountain","Heliport",1600
"4111",31.1752777775407,-81.4852777780412,"Se Georgia Health System-Brunswick","Heliport",33
"4113",33.4997222222738,-83.3205555559409,"Rabbit Hole Ii","Heliport",460
"4115",34.0978786112187,-84.0124072222679,"Buford Precinct","Heliport",1070
"4120",34.451199444804,-84.9343869444946,"Curtis Parkway North","Heliport",660
"4123",34.5109333335167,-84.9262888891264,"Gordon Hospital","Heliport",737
"4126",33.9975000003389,-83.038888889335,"Beaver Creek Lodge","Heliport",630
"4128",34.2466666664992,-84.4991666667629,"Northside Hospital-Cherokee","Heliport",975
"4136",33.570313888898,-85.0743527778717,"Tanner Medical Center","Heliport",1157
"4154",32.5431950001071,-84.8318741669147,"Pratt And Whitney Aircraft","Heliport",430
"4155",32.4793088889448,-84.9790983329902,"Medical Center","Heliport",319
"4164",33.6642750000191,-84.3390911115028,"Trico","Heliport",950
"4167",33.6804722219171,-84.0026388888678,"Rockdale Hospital","Heliport",865
"4168",33.6497222225498,-84.0213888892956,"National Ems Headquarters","Heliport",815
"4172",33.6013888886378,-83.8486111110023,"Newton Medical Center","Heliport",772
"4178",34.2039877777148,-84.0512983335113,"Mc Donald","Heliport",1080
"4181",34.2061111108589,-84.2952777777798,"Mac","Heliport",1100
"4182",34.1688888889565,-84.1711111111745,"Lanier","Heliport",1225
"4183",34.2602777775471,-84.0663888885257,"Apple 1","Heliport",1273
"4184",34.1458333336094,-84.2297222218929,"Pinetree","Heliport",1060
"4187",34.6263888888647,-84.1063888891391,"Mosby Ahp","Heliport",1748
"4188",33.9198249998532,-84.8527180558282,"Paulding Memorial Hospital","Heliport",810
"4191",34.7889683333293,-84.9727227774165,"Hamilton Medical Center","Heliport",727
"4199",33.7897222224803,-84.2822222221925,"De Kalb General Hospital","Heliport",1012
"4204",33.7388888891013,-84.7327777775817,"Wellstar Douglas Hospital","Heliport",1120
"4207",32.5329452781452,-82.9509774999614,"Fairview Park Hospital","Heliport",279
"4210",34.0674999999709,-84.1775000004421,"Emory Johns Creek Hospital","Heliport",1060
"4212",32.5288888891482,-82.8216666668142,"Graham","Heliport",237
"4214",33.6795527775582,-84.4271497221751,"South Fulton Medical Center","Heliport",952
"4228",32.4490333336124,-84.4799194443337,"Georgia Baptist Urgent Care","Heliport",860
"4232",31.6979641666419,-83.2601547218005,"Fitzgerald Jr Woman's Hospital","Heliport",363
"4234",30.7375000002095,-82.1266666668261,"Okefenokee","Heliport",125
"4235",33.0312416667345,-83.9449088888991,"Monroe County Hospital","Heliport",1620
"4237",33.0601294441099,-83.9637986114896,"Georgia Public Safety Training Center","Heliport",590
"4240",33.6150000003209,-84.3463888892254,"Fort Gillem","Heliport",966
"4241",33.4204163891863,-82.1395638889547,"Fort Gordon Hq  Helipad","Heliport",458
"4242",33.7125000002913,-84.4305555552175,"Fort Mcpherson","Heliport",1052
"4252",34.3364872225056,-83.9435166663971,"Latham Creek","Heliport",1120
"4253",34.3197222220692,-83.7966666666036,"Lanier Park Hospital","Heliport",1171
"4254",34.254250000062,-83.9685000002247,"Beaver Trail","Heliport",1200
"4276",33.8841666664093,-84.7338888884853,"Caffrey","Heliport",957
"4285",34.4548138890745,-84.2890863885174,"Big Canoe","Heliport",1475
"4290",31.6016030555592,-81.8970588890879,"Wayne Memorial Hospital","Heliport",99
"4291",33.5380555556017,-84.3472222221785,"Clayton","Heliport",940
"4299",33.0312352779859,-85.0557719445849,"West Georgia Medical Center","Heliport",756
"4303",33.9638888886787,-84.0180555556866,"Gwinnett Medical Center","Heliport",1044
"4307",33.7780555556675,-84.6113888886844,"Hca Parkway Medical Center","Heliport",900
"4322",32.834444444237,-83.6361111109446,"The Medical Center Of Central Georgia","Heliport",533
"4325",33.5534600002145,-83.4715561110118,"Ramada Inn Antebellum","Heliport",660
"4329",33.9676013887491,-84.5510436108528,"Kennestone","Heliport",1215
"4330",34.0044444440777,-84.4477777773668,"Calhoun","Heliport",1070
"4331",33.885103333661,-84.4627074998095,"Galleria","Heliport",998
"4332",33.9809344441236,-84.5632661110664,"Matthews","Heliport",1167
"4334",32.4085058333231,-82.0659530554735,"Candler Co Hospital","Heliport",95
"4338",33.0232005558987,-83.2009863888063,"Central State Hospital","Heliport",390
"4343",33.7999972219011,-83.7496527774571,"Walton Rgnl Medical Center","Heliport",833
"4344",33.7663888887844,-83.7630555552579,"Becker","Heliport",735
"4362",33.3583333336749,-84.7558333330977,"Piedmont Hospital-Newnan","Heliport",930
"4367",31.518333333481,-83.1325000002532,"Elite Helicopters","Heliport",325
"4380",33.7534397218553,-84.1621402778291,"Smith","Heliport",1065
"4387",33.5795552781391,-84.3890919447831,"Southern Rgnl Medical Center","Heliport",821
"4392",33.9895444447204,-84.3321472223915,"Hartrampf","Heliport",1038
"4393",34.0309327779454,-84.3560366669177,"Roswell Animal Hospital","Heliport",1100
"4396",32.9979313889945,-82.8045819443955,"Washington County Regional Medical Center","Heliport",458
"4399",31.984932778146,-81.1556666664692,"St Joseph's Hospital","Heliport",26
"4400",32.021111111432,-81.0802777777832,"Memorial Hospital","Heliport",20
"4408",33.8598263892276,-84.5138202776299,"Smyrna Hospital","Heliport",930
"4410",33.8749999997355,-84.0205555554442,"Gwinnett Comm Hosp D/B/A Eastside Med Cntr","Heliport",1065
"4411",33.781218888615,-84.0146341665184,"Caleb","Heliport",960
"4418",32.4052777780995,-81.7683333335011,"East Georgia Rgnl Medical Center","Heliport",212
"4421",33.5112233335737,-84.2271422226677,"Henry Medical Center Inc","Heliport",809
"4423",33.8130555552145,-84.1408333334378,"Stone Mountain Park Skylift","Heliport",950
"4424",33.8188888891608,-84.1505555554161,"Stone Mountain Park Public Safety","Heliport",895
"4425",33.8208333332184,-84.128055555801,"Williams","Heliport",990
"4430",32.5929502780237,-82.3473486114249,"Emanuel County Hospital","Heliport",328
"4433",32.7509994443935,-81.6720544444797,"Screven Ems","Heliport",250
"4446",34.7855500001346,-85.4537250001039,"Stakely","Heliport",1940
"4450",33.6009441663993,-84.5490969445641,"Stonewall","Heliport",1020
"4460",33.7439805559168,-84.9181555551204,"Tanner Medical Center/Villa Rica","Heliport",1114
"4467",33.6461666666706,-82.6544500000172,"Linscott","Heliport",532
"4470",31.2513888891496,-82.3355555553244,"Mayo Clinic Health System","Heliport",40
"4473",33.1251511108041,-81.7453905551808,"Vogtle Electric Generating Plant","Heliport",130
"4474",33.0844444445267,-82.0130555551522,"Burke County Hospital","Heliport",264
"4486",34.0137205552095,-83.7115594447462,"Barrow Medical Center","Heliport",948
"4499",13.4980555557285,144.804999999821,"Big Eye","Heliport",80
"4508",19.7025169443454,-155.125008333612,"Hilo Medical Center","Heliport",487
"4511",21.3908333331563,-157.964722222414,"Heco-Waiau","Heliport",6
"4512",21.3135016666061,-157.847256944709,"Kuakini Medical Center","Heliport",175
"4513",21.3091686108963,-157.852979722413,"The Queen's Medical Center","Heliport",102
"4514",21.3640555554986,-157.899198889096,"Moanalua Medical Center","Heliport",18
"4515",21.6751513887094,-157.946969444478,"Kahuku Fire & Police Station","Heliport",11
"4516",21.6762627776645,-157.953914166327,"Kahuku Hospital","Heliport",40
"4517",21.7048700003266,-158.005579166401,"Turtle Bay Resort","Heliport",13
"4519",19.8325122218806,-155.981658611299,"Kaupulehu","Heliport",43
"4523",20.0216666666354,-155.660555555174,"Lucy Henriques Medical Center","Heliport",2707
"4528",21.0827777776554,-156.973611111378,"Kawela Farm","Heliport",450
"4532",20.9118272222362,-156.6927383336,"Hyatt Regency Maui Hotel","Heliport",102
"4541",21.3620277780647,-157.950722222154,"K3 Helipad","Heliport",9
"4545",19.4330866662605,-155.259723055114,"Rainshed","Heliport",4000
"4547",19.9136163891662,-155.863883889131,"Waikoloa","Heliport",109
"4548",20.885249999588,-156.490305555302,"Maui Memorial Medical","Heliport",156
"4551",41.0430571388583,-92.7977001115082,"Monroe County Hospital","Heliport",957
"4556",42.1127811108698,-91.2882149997585,"Anamosa Community Hospital","Heliport",880
"4561",41.401100555782,-94.9919322218006,"Cass County Memorial Hospital","Heliport",1250
"4563",41.7155419441693,-94.9385980558096,"Audubon County Memorial Hospital","Heliport",1320
"4569",40.7593250002616,-92.4154611109812,"Davis County Hospital","Heliport",890
"4572",42.0560916664988,-93.8780027776723,"Boone County Hospital","Heliport",1160
"4578",42.0583183334812,-94.8683191662437,"St Anthony Rgnl Hospital","Heliport",1300
"4582",41.9847225000754,-91.6615686110968,"St Lukes Hospital Emergency","Heliport",759
"4583",41.9786116667445,-91.6551791666704,"Mercy Hospital","Heliport",850
"4587",40.7564237777912,-92.8568448610312,"Mercy Medical Center - Centerville","Heliport",915
"4589",41.0274994446413,-93.3024313890195,"Lucas County Health Center","Heliport",1049
"4591",43.0508027779763,-92.6843555551319,"Floyd County Memorial Hospital","Heliport",1146
"4593",42.0852663889561,-95.5700019447344,"Cherokee Regional Medical Center","Heliport",900
"4596",42.724971944725,-93.7418811111787,"Wright Medical Center","Heliport",1162
"4599",41.8608619447584,-90.1901269441187,"Samaritan Hospital North","Heliport",708
"4603",40.7577830555232,-93.3185450002768,"Wayne County Hospital","Heliport",1093
"4606",41.2691647224833,-95.8352891670308,"Jennie Edmundson Hospital","Heliport",1000
"4610",41.0722108332914,-94.3944044445354,"Greater Community Hospital","Heliport",1291
"4612",41.0388772219162,-94.4669066662262,"Cromwell","Heliport",1300
"4617",41.5428097224518,-90.5923594442939,"Genesis Medical Center West Campus","Heliport",169
"4618",41.5416972220947,-90.5565222223342,"Genesis Medical Center East Campus","Heliport",677
"4620",43.2941333332424,-91.7745472225724,"Winneshiek  Medical Center","Heliport",892
"4624",41.6166666669041,-93.6405555551631,"Polk County Hospital","Heliport",877
"4625",41.589444444772,-93.6330555558903,"Iowa Methodist Medical Center","Heliport",990
"4626",41.5994388886997,-93.624277777686,"Mercy Hospital Medical Center Private","Heliport",933
"4627",41.5941558334171,-93.6007727779653,"Des Moines General Hospital","Heliport",889
"4628",41.6022111110545,-93.610495277523,"Iowa Lutheran Hospital Life Flight","Heliport",856
"4631",43.4388605552827,-91.5673652777427,"Camp Tahigwa Landing Site","Heliport",760
"4633",42.4916697221566,-90.6729052780567,"Mercy Health Center","Heliport",1050
"4634",42.4958361108098,-90.6848494442627,"Finley Hospital","Heliport",900
"4641",42.8574847223684,-91.4145827777618,"Central Community Hospital","Heliport",774
"4644",43.1019083335916,-94.704702778222,"Palo Alto County Hospital","Heliport",1210
"4647",41.0030758330049,-91.9521166666935,"Jefferson County Health Center","Heliport",768
"4652",42.4924694446309,-94.1919058332018,"Trinity Rgnl Medical Center","Heliport",1000
"4655",41.3039722220707,-94.4509999998609,"Adair County Memorial Hospital","Heliport",1310
"4657",41.7258275000984,-92.7035230556728,"Grinnell Rgnl Medical Center","Heliport",18
"4662",42.8058222221796,-91.118184722355,"Walters","Heliport",1050
"4663",40.6225011114035,-95.6497155558618,"Grape Community Hospital","Heliport",961
"4667",41.6491550000309,-95.324165000054,"Myrtue Memorial Hospital","Heliport",1231
"4671",42.7330269447456,-94.2316297222395,"Humboldt County Memorial Hospital","Heliport",1102
"4673",42.3388758332901,-95.4599994446085,"Horn Memorial Hospital","Heliport",1325
"4679",41.3685472222984,-93.555472222204,"Indianola","Heliport",950
"4684",41.6600161111271,-91.5476683335295,"University Of Iowa Hospitals & Clinic","Heliport",840
"4685",41.7046694441363,-91.6073305557753,"University Of Iowa Hospitals & Clinic No2","Heliport",790
"4687",42.5247019447432,-93.2424249997305,"Ellsworth Muni Hospital","Heliport",1138
"4690",42.0166497224333,-94.3877463885677,"Greene County Medical Center","Heliport",1050
"4693",40.4069883333199,-91.387096111427,"Kah","Heliport",617
"4698",41.3169411114419,-93.0960369441988,"Knoxville Area Community Hospital","Heliport",927
"4699",42.2699825000787,-94.733592499843,"Stewart Memorial Hospital","Heliport",1243
"4708",40.7505572224071,-93.7357766662593,"Decatur County Hospital","Heliport",1100
"4718",42.0486111112998,-92.9072222222645,"Mmsc","Heliport",920
"4724",41.7041980555063,-90.4681897225183,"Quiet Valley","Heliport",504
"4728",40.8333702778504,-91.3001508331919,"Army Reserve","Heliport",725
"4737",40.9619733335996,-91.5598825000722,"Medical","Heliport",734
"4739",41.4336111112311,-91.0541666663146,"Unity Healthcare","Heliport",633
"4740",42.0174872224101,-93.4529897223407,"Sch","Heliport",995
"4743",43.0633500003038,-92.3220583337504,"Mercy Medical Center","Heliport",1159
"4744",41.7041572222564,-93.0515866663118,"Skiff Medical Center","Heliport",947
"4750",42.6738725001947,-91.9018363890878,"Mercy Hospital","Heliport",1119
"4752",42.0263769446224,-96.1064044441933,"Burgess Health Center","Heliport",1049
"4755",41.0254306387725,-93.7684061947822,"Clarke County Hospital","Heliport",1134
"4758",41.3005488889254,-93.6299394447984,"Mahaska County Hospital","Heliport",800
"4761",41.0289033331647,-92.390740277456,"Ottumwa Hospital","Heliport",845
"4766",41.4124977775114,-92.9099199996067,"Pella Rgnl Health Center","Heliport",836
"4772",43.088310277608,-95.6238986115018,"Baum-Harmon Memorial Hospital","Heliport",1520
"4775",41.0271591669986,-95.2147686112166,"Montgomery County Memorial","Heliport",1181
"4779",43.4238611108495,-96.1719705552847,"Sanford Merrill Medical Center","Heliport",1360
"4780",43.2015094446946,-96.2836366670449,"Hegg Memorial Healthcare Center","Heliport",1256
"4784",42.4194444444053,-94.9791666666415,"Loring Hospital","Heliport",1219
"4788",40.7527722223757,-95.3688749997542,"Shenandoah Hospital","Heliport",1039
"4790",43.4099686112608,-95.7425155554521,"Osceola Community Hospital","Heliport",1537
"4793",41.3225111108417,-92.2054583330901,"Keokuk County Health Center","Heliport",753
"4796",42.4958275002384,-96.4016955559811,"Marian Health Center Nr 2","Heliport",1170
"4797",42.5141605556991,-96.3975288885207,"Marian Health Center Nr 3","Heliport",1250
"4798",42.5197222225193,-96.4061111106742,"Saint Luke's Medical Center","Heliport",1286
"4800",43.1502868612911,-95.1427659166042,"Spencer Muni Hospital","Heliport",1314
"4801",43.417462222291,-95.1238838889824,"Dickinson County Memorial Hospital","Heliport",1455
"4804",42.691928611441,-91.5332011114058,"Strawberry Point Medical Center","Heliport",1100
"4805",41.4969305552452,-94.3274499997487,"City Of Stuart","Heliport",1216
"4812",42.1744999998433,-92.0133333337069,"Virginia Gay Hospital","Heliport",245
"4815",41.2891836113625,-91.6876666670553,"Washington County Hospital","Heliport",760
"4817",42.4610000002465,-92.3448333337252,"Cmc At West Ninth","Heliport",922
"4819",42.5269300002517,-92.3396288893294,"Allen Memorial Hospital","Heliport",899
"4823",42.4588627778133,-93.8238322226596,"Hcph","Heliport",1080
"4825",40.8100361114443,-91.1732138889129,"Great River Medical Center","Heliport",700
"4834",41.8715250003077,-93.9140277780691,"Woodward State Hospital","Heliport",1060
"4837",46.512124444246,-116.293196111011,"Dworshak","Heliport",1615
"4846",43.8071999996882,-115.1307999998,"Dorothy Roeber Memorial","Heliport",5200
"4855",45.1332430552667,-115.317612777615,"Big Creek","Heliport",5750
"4858",43.6532222222656,-116.205951389257,"Boise Plaza","Heliport",2890
"4859",43.5909991667436,-116.276785555348,"Nampa Valley","Heliport",2690
"4860",43.6143333331537,-116.26428611082,"St Alphonsus","Heliport",2800
"4861",43.6126666666645,-116.192055555841,"St Luke's Boise Medical Center","Heliport",2863
"4869",43.6541666668951,-116.695833333662,"West Valley Hospital","Heliport",2384
"4876",44.5187819445384,-116.048186944102,"Cascade Medical Center","Heliport",4800
"4888",44.5114500000491,-114.224508333525,"Cahc Emergency","Heliport",5149
"4899",47.6960161109682,-116.794912222017,"Kootenai Medical Center","Heliport",2230
"4900",47.6721275001012,-116.783521666859,"Coeur D'alene Resort","Heliport",2174
"4903",47.6930555556707,-116.783888889164,"Big Country","Heliport",2223
"4904",47.5068483331771,-116.891851111362,"Rockford Bay","Heliport",2132
"4905",42.5674083330042,-117.495052778218,"Scanlon","Heliport",2000
"4908",47.2511111110278,-116.851944444809,"Sheldon","Heliport",2129
"4925",43.7165527774873,-116.389015833361,"Young","Heliport",2625
"4932",43.8805833330728,-116.484577777852,"Walter Knox Memorial Hospital","Heliport",238
"4939",44.0643386113083,-115.925951110978,"Garden Valley","Heliport",3150
"4942",42.9540638889897,-115.305347222048,"Health Center","Heliport",2560
"4944",42.9333333331837,-114.708333333228,"Gooding County Memorial Hospital","Heliport",3600
"4953",47.7799008330552,-117.009922500356,"Sutherland","Heliport",2100
"4962",43.914444444388,-116.196666666585,"Horseshoe Bend","Heliport",2300
"4964",43.597103333474,-116.782084166572,"Whelan's","Heliport",2565
"4966",44.0026727780604,-115.81205666707,"Golden Age Mine","Heliport",4950
"4969",43.4710252779583,-111.991636111161,"Eirmc","Heliport",4713
"4980",43.7721297220449,-114.40643694419,"Everett Ii","Heliport",6165
"4981",43.7046291665561,-114.378384721909,"Gulch Trust","Heliport",5915
"4982",43.6486111112386,-114.348333333098,"St Luke's Wood River Medical Center","Heliport",5737
"4984",42.5858333330073,-114.356944444173,"Sligars Landing","Heliport",3800
"4994",46.4132169447236,-117.017101111166,"St Joseph's Rgnl Medical Center","Heliport",740
"4998",44.9090611108246,-116.110402777561,"St Luke's Mc Call","Heliport",5018
"5013",43.5981111109238,-116.351388888878,"St Luke's Meridian Medical Center","Heliport",2680
"5017",42.3164166664579,-111.299400000028,"Bear Lake Memorial Hospital Helipad","Heliport",6000
"5023",46.7280583335701,-117.000997222375,"Gritman Medical Center","Heliport",2035
"5026",43.1389249996835,-115.693936111485,"Elmore Medical Center","Heliport",3156
"5033",43.5521058330418,-116.566795555124,"Mercy","Heliport",2535
"5040",48.6313888890026,-116.871111110815,"Phillabaum","Heliport",2440
"5042",44.230833333473,-116.177499999681,"Double Dreidel","Heliport",4883
"5045",46.4865697220095,-116.250416944792,"Clearwater Valley Hospital","Heliport",1005
"5056",42.8676919446816,-112.431089444547,"Portneuf Medical Center","Heliport",4550
"5059",47.7329566665535,-116.999921389211,"Hubof's","Heliport",2000
"5069",45.4200277776798,-116.174527778036,"Salmon River Helicopters","Heliport",1827
